1,"aa","aar","Afar","Afaraf",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
2,"ab","abk","Abkhaz","Аҧсуа",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
3,"ae","ave","Avestan","avesta",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
4,"af","afr","Afrikaans","Afrikaans",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
5,"ak","aka","Akan","Akan",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
6,"am","amh","Amharic","አማርኛ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
7,"an","arg","Aragonese","aragonés",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
8,"ar","ara","Arabic","العربية",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
9,"as","asm","Assamese","অসমীয়া",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
10,"av","ava","Avar","авар мацӀ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
11,"ay","aym","Aymara","aymar aru",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
12,"az","aze","Azerbaijani","azərbaycan dili",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
13,"ba","bak","Bashkir","башҡорт теле",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
14,"be","bel","Belarusian","Беларуская",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
15,"bg","bul","Bulgarian","български език",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
16,"bh","—","Bihari","भोजपुरी",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
17,"bi","bis","Bislama","Bislama",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
18,"bm","bam","Bambara","bamanankan",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
19,"bn","ben","Bengali","বাংলা",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
20,"bo","bod","Tibetan","བོད་ཡིག",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
21,"br","bre","Breton","brezhoneg",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
22,"bs","bos","Bosnian","bosanski jezik",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
23,"ca","cat","Catalan","Valencian",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
24,"ce","che","Chechen","нохчийн мотт",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
25,"ch","cha","Chamorro","Chamoru",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
26,"co","cos","Corsican","corsu",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
27,"cr","cre","Cree","ᓀᐦᐃᔭᐍᐏᐣ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
28,"cs","ces","Czech","česky",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
29,"cu","chu","Church Slavic","Old Slavonic",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
30,"cv","chv","Chuvash","чӑваш чӗлхи",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
31,"cy","cym","Welsh","Cymraeg",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
32,"da","dan","Danish","dansk",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33,"de","deu","German","Deutsch",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34,"dv","div","Dhivehi","Dhivehi",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35,"dz","dzo","Dzongkha","རྫོང་ཁ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36,"ee","ewe","Ewe","Eʋegbe",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
37,"el","ell","Modern Greek","Ελληνικά",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
38,"en","eng","English","English",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
39,"eo","epo","Esperanto","Esperanto",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
40,"es","spa","Spanish","Castilian",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
41,"et","est","Estonian","eesti",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
42,"eu","eus","Basque","euskara",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
43,"fa","fas","Persian","فارسی",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
44,"ff","ful","Fula","Fulfulde",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
45,"fi","fin","Finnish","suomi",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
46,"fj","fij","Fijian","vosa Vakaviti",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
47,"fo","fao","Faroese","føroyskt",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
48,"fr","fra","French","français",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
49,"fy","fry","West Frisian","Frysk",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
50,"ga","gle","Irish","Gaeilge",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
51,"gd","gla","Gaelic","Scottish Gaelic",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
52,"gl","glg","Galician","Galego",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
53,"gn","grn","Guaraní","Avañe'ẽ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
54,"gu","guj","Gujarati","ગુજરાતી",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
55,"gv","glv","Manx","Gaelg",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
56,"ha","hau","Hausa","Hausa",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
57,"he","heb","Modern Hebrew","עברית",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
58,"hi","hin","Hindi","हिन्दी",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
59,"ho","hmo","Hiri Motu","Hiri Motu",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
60,"hr","hrv","Croatian","hrvatski",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
61,"ht","hat","Haitian Creole","Haitian Creole",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
62,"hu","hun","Hungarian","Magyar",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
63,"hy","hye","Armenian","Հայերեն",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
64,"hz","her","Herero","Otjiherero",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
65,"ia","ina","Interlingua","Interlingua",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
66,"id","ind","Indonesian","Bahasa Indonesia",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
67,"ie","ile","Interlingue","Occidental",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
68,"ig","ibo","Igbo","Igbo",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
69,"ii","iii","Yi","Nuosu",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
70,"ik","ipk","Inupiaq","Iñupiaq",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
71,"io","ido","Ido","Ido",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
72,"is","isl","Icelandic","Íslenska",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
73,"it","ita","Italian","Italiano",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
74,"iu","iku","Inuktitut","ᐃᓄᒃᑎᑐᑦ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
75,"ja","jpn","Japanese","日本語",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
76,"jv","jav","Javanese","basa Jawa",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
77,"ka","kat","Georgian","ქართული",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
78,"kg","kon","Kongo","KiKongo",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
79,"ki","kik","Gikuyu","Kikuyu",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
80,"kj","kua","Kwanyama","Kuanyama",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
81,"kk","kaz","Kazakh","Қазақ тілі",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
82,"kl","kal","Kalaallisut","Greenlandic",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
83,"km","khm","Central Khmer","ភាសាខ្មែរ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
84,"kn","kan","Kannada","ಕನ್ನಡ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
85,"ko","kor","Korean","한국어",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
86,"kr","kau","Kanuri","Kanuri",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
87,"ks","kas","Kashmiri","कश्मीरी",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
88,"ku","kur","Kurdish","Kurdî",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
89,"kv","kom","Komi","коми кыв",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
90,"kw","cor","Cornish","Kernewek",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
91,"ky","kir","Kyrgyz","Kirgiz",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
92,"la","lat","Latin","latine",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
93,"lb","ltz","Luxembourgish","Letzeburgesch",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
94,"lg","lug","Luganda","Luganda",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
95,"li","lim","Limburgish","Limburgan",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
96,"ln","lin","Lingala","Lingála",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
97,"lo","lao","Lao","ພາສາລາວ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
98,"lt","lit","Lithuanian","lietuvių kalba",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
99,"lu","lub","Luba-Katanga","Kiluba",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
100,"lv","lav","Latvian","latviešu valoda",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
101,"mg","mlg","Malagasy","Malagasy fiteny",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
102,"mh","mah","Marshallese","Kajin M̧ajeļ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
103,"mi","mri","Māori","te reo Māori",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
104,"mk","mkd","Macedonian","македонски јазик",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
105,"ml","mal","Malayalam","മലയാളം",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
106,"mn","mon","Mongolian","Монгол",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
107,"mo","mol","Moldovan","Лимба молдовеняскэ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
108,"mr","mar","Marathi","मराठी",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
109,"ms","msa","Malay","bahasa Melayu",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
110,"mt","mlt","Maltese","Malti",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
111,"my","mya","Burmese","ဗမာစာ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
112,"na","nau","Nauruan","Ekakairũ Naoero",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
113,"nb","nob","Norwegian Bokmål","Norsk bokmål",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
114,"nd","nde","Northern Ndebele","isiNdebele",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
115,"ne","nep","Nepali","नेपाली",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
116,"ng","ndo","Ndonga","Owambo",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
117,"nl","nld","Dutch","Flemish",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
